Year,Month,Day,Full-Date,Fighter,Color,Country,Winner,TitleBout,WeightClass,Gender,NumberRounds,Avg-SSL,Avg-SSP,Avg-SA,Avg-TDL,Avg-TDP,Stance,Height,Reach,Weight,Age,Finish,Details,F-Round,F-RoundTime,Fight-Secs,Wins-DM,Wins-DS,Wins-DU,Wins-KO,Wins-S,Wins-TKOS,Wins-T
2010,12,4,2010124,Rich Attonito,Red, USA,0,FALSE,Middleweight,MALE,3,24.5,0.335,0,0.5,0.165,Orthodox,177.8,182.88,170,33,U-DEC,,3,300,900,0,0,1,1,0,0,2
2010,11,20,20101120,Matt Hughes,Red, USA,0,FALSE,Welterweight,MALE,3,22.3478,0.533,0.6957,2.0435,0.53,Switch,175.26,185.42,170,37,KO/TKO,Punch,1,21,21,0,0,5,6,5,2,18
2010,11,20,20101120,Gerald Harris,Red, USA,0,FALSE,Middleweight,MALE,3,16,0.323,0,2,0.5,Southpaw,180.34,195.58,185,31,U-DEC,,3,300,900,0,0,0,3,0,0,3
2010,11,20,20101120,Phil Davis,Red, USA,1,FALSE,Light Heavyweight,MALE,3,40.3333,0.623,0.6667,2.3333,0.567,Orthodox,187.96,200.66,205,26,SUB,Kimura,2,175,475,0,0,2,0,1,0,3
2010,11,20,20101120,George Sotiropoulos,Red, USA,1,FALSE,Lightweight,MALE,3,23,0.41,1.6667,2,0.585,Orthodox,177.8,180.34,155,33,SUB,Kimura,2,163,463,0,0,2,1,3,0,6
2010,11,20,20101120,Matt Brown,Red, USA,0,FALSE,Welterweight,MALE,3,27.8571,0.614,1.4286,0.4286,0.286,Orthodox,182.88,190.5,170,29,SUB,Guillotine Choke,2,131,431,0,0,0,3,1,0,4
2010,11,20,20101120,Aaron Simpson,Red, USA,0,FALSE,Middleweight,MALE,3,30,0.493,0.25,2,0.633,Orthodox,182.88,185.42,170,36,U-DEC,,3,300,900,0,1,0,2,0,0,3
2010,11,20,20101120,Karo Parisyan,Red, USA,0,FALSE,Welterweight,MALE,3,31.0833,0.408,0.8333,4.4167,0.558,Orthodox,177.8,182.88,170,28,KO/TKO,Punches,1,107,107,0,1,5,1,1,0,8
2010,11,20,20101120,Mike Lullo,Red, USA,0,FALSE,Lightweight,MALE,3,,,,,,Orthodox,172.72,178,145,31,KO/TKO,Kicks,3,26,626,0,0,0,0,0,0,0
2010,11,20,20101120,Paul Kelly,Red, USA,1,FALSE,Lightweight,MALE,3,37,0.36,1.1429,1.1429,0.523,Orthodox,175.26,177.8,155,26,KO/TKO,Elbows,2,196,496,0,0,3,0,1,0,4
2010,11,20,20101120,Tyson Griffin,Red, USA,0,FALSE,Lightweight,MALE,3,46.1818,0.363,0.8182,1.0909,0.371,Orthodox,167.64,172.72,145,26,S-DEC,,3,300,900,0,1,4,1,1,0,7
2010,11,13,20101113,Nate Marquardt,Red, Germany,0,FALSE,Middleweight,MALE,3,26.4167,0.538,0.9167,1.75,0.517,Orthodox,182.88,187.96,185,31,U-DEC,,3,300,900,0,0,3,4,2,0,9
2010,11,13,20101113,Dennis Siver,Red, Germany,1,FALSE,Lightweight,MALE,3,28.4444,0.308,0.2222,0.4444,0.211,Orthodox,167.64,177.8,145,31,SUB,Rear Naked Choke,1,217,217,0,0,1,3,1,0,5
2010,11,13,20101113,Amir Sadollah,Red, Germany,1,FALSE,Welterweight,MALE,3,47,0.402,0.4,0.4,0.2,Orthodox,177.8,187.96,170,30,U-DEC,,3,300,900,0,0,2,0,1,0,3
2010,11,13,20101113,Krzysztof Soszynski,Red, Germany,1,FALSE,Light Heavyweight,MALE,3,26.8333,0.345,0.5,0.5,0.2,Open Stance,185.42,195.58,205,33,U-DEC,,3,300,900,0,0,0,1,2,1,4
2010,11,13,20101113,Duane Ludwig,Red, Germany,1,FALSE,Welterweight,MALE,3,10.5,0.483,0,0,0,Orthodox,177.8,177.8,170,32,S-DEC,,3,300,900,0,0,1,1,0,0,2
2010,11,13,20101113,Vladimir Matyushenko,Red, Germany,1,FALSE,Light Heavyweight,MALE,3,20.125,0.42,0.125,2.125,0.443,Orthodox,182.88,187.96,205,39,KO/TKO,Elbows,1,140,140,0,1,3,1,0,0,5
2010,11,13,20101113,Pascal Krauss,Red, Germany,1,FALSE,Welterweight,MALE,3,,,,,,Orthodox,185.42,182.88,170,23,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,11,13,20101113,Kyle Noke,Red, Germany,1,FALSE,Middleweight,MALE,3,50,0.56,0,0,0,Southpaw,185.42,193.04,170,30,SUB,Rear Naked Choke,2,93,393,0,0,0,1,0,0,1
2010,11,13,20101113,Seth Petruzelli,Red, Germany,0,FALSE,Light Heavyweight,MALE,3,21,0.39,1,0.3333,0.333,Orthodox,182.88,193.04,205,30,KO/TKO,Punches,1,226,226,0,0,0,0,0,0,0
2010,11,13,20101113,Kris McCray,Red, Germany,0,FALSE,Welterweight,MALE,3,19,0.28,0,0,0,Orthodox,182.88,193.04,170,29,SUB,Kneebar,1,141,141,0,0,0,0,0,0,0
2010,10,23,20101023,Brock Lesnar,Red, USA,0,TRUE,Heavyweight,MALE,5,29.4,0.74,0.4,2,0.716,Orthodox,190.5,205.74,265,33,KO/TKO,Punches,1,252,252,0,0,1,2,1,0,4
2010,10,23,20101023,Jake Shields,Red, USA,1,FALSE,Welterweight,MALE,3,,,,,,Orthodox,182.88,182.88,170,31,S-DEC,,3,300,900,0,0,0,0,0,0,0
2010,10,23,20101023,Diego Sanchez,Red, USA,1,FALSE,Welterweight,MALE,3,32.8571,0.419,0.9286,1.3571,0.329,Southpaw,177.8,182.88,170,28,U-DEC,,3,300,900,0,1,4,5,0,0,10
2010,10,23,20101023,Tito Ortiz,Red, USA,0,FALSE,Light Heavyweight,MALE,3,27.3182,0.55,0.2727,2.4545,0.572,Orthodox,190.5,187.96,205,35,U-DEC,,3,300,900,0,2,3,7,1,1,14
2010,10,23,20101023,Brendan Schaub,Red, USA,1,FALSE,Heavyweight,MALE,3,15.6667,0.59,0,0,0,Orthodox,193.04,198.12,245,27,U-DEC,,3,300,900,0,0,0,2,0,0,2
2010,10,23,20101023,Court McGee,Red, USA,1,FALSE,Middleweight,MALE,3,22,0.37,1,5,0.71,Orthodox,180.34,190.5,170,25,SUB,Arm Triangle,3,81,681,0,0,0,0,1,0,1
2010,10,23,20101023,Patrick Cote,Red, USA,0,FALSE,Middleweight,MALE,3,22,0.444,0.2,0.4,0.183,Orthodox,180.34,180.34,170,30,U-DEC,,3,300,900,0,1,1,2,0,0,4
2010,10,23,20101023,Mike Guymon,Red, USA,0,FALSE,Welterweight,MALE,3,32.5,0.535,1,1.5,0.5,Orthodox,182.88,187.96,170,36,SUB,Anaconda Choke,1,73,73,0,0,1,0,0,0,1
2010,10,23,20101023,Sam Stout,Red, USA,1,FALSE,Lightweight,MALE,3,55.5556,0.262,0.1111,0.1111,0.111,Orthodox,175.26,177.8,155,26,S-DEC,,3,300,900,0,1,3,0,0,0,4
2010,10,23,20101023,Chris Camozzi,Red, USA,1,FALSE,Middleweight,MALE,3,62,0.55,0,0,0,Orthodox,187.96,193.04,185,23,S-DEC,,3,300,900,0,0,1,0,0,0,1
2010,10,23,20101023,Jon Madsen,Red, USA,1,FALSE,Heavyweight,MALE,3,31.6667,0.423,0,1.3333,0.583,Orthodox,182.88,182.88,240,30,KO/TKO,Punches,1,108,108,0,1,2,0,0,0,3
2010,10,16,20101016,Michael Bisping,Red, United Kingdom,1,FALSE,Middleweight,MALE,3,39.6667,0.412,0.4167,1.5,0.473,Orthodox,185.42,190.5,185,31,U-DEC,,3,300,900,0,1,2,6,0,0,9
2010,10,16,20101016,Dan Hardy,Red, United Kingdom,0,FALSE,Welterweight,MALE,3,29.8,0.358,0,0.4,0.25,Orthodox,182.88,187.96,170,28,KO/TKO,Punch,1,267,267,0,2,1,1,0,0,4
2010,10,16,20101016,John Hathaway,Red, United Kingdom,0,FALSE,Welterweight,MALE,3,53.25,0.47,0.75,3.5,0.485,Orthodox,185.42,190.5,170,23,U-DEC,,3,300,900,0,0,3,1,0,0,4
2010,10,16,20101016,James Wilks,Red, United Kingdom,0,FALSE,Welterweight,MALE,3,24.6667,0.467,4,1.3333,0.433,Orthodox,185.42,190.5,170,32,U-DEC,,3,300,900,0,0,1,0,1,0,2
2010,10,16,20101016,Cyrille Diabate,Red, United Kingdom,0,FALSE,Light Heavyweight,MALE,3,17,0.8,0,0,0,Southpaw,198.12,205.74,205,37,SUB,Rear Naked Choke,2,161,461,0,0,0,1,0,0,1
2010,10,16,20101016,Rob Broughton,Red, United Kingdom,1,FALSE,Heavyweight,MALE,3,,,,,,Orthodox,187.96,187.96,265,27,SUB,Rear Naked Choke,3,103,703,0,0,0,0,0,0,0
2010,10,16,20101016,Paul Sass,Red, United Kingdom,1,FALSE,Lightweight,MALE,3,,,,,,Orthodox,182.88,185.42,155,22,SUB,Triangle Choke,1,285,285,0,0,0,0,0,0,0
2010,10,16,20101016,Spencer Fisher,Red, United Kingdom,1,FALSE,Lightweight,MALE,3,35.6154,0.465,0.6154,0.5385,0.126,Southpaw,170.18,177.8,155,34,U-DEC,,3,300,900,0,0,3,2,2,1,8
2010,10,16,20101016,James McSweeney,Red, United Kingdom,0,FALSE,Light Heavyweight,MALE,3,32,0.575,1,0.5,0.25,Switch,193.04,195.58,230,29,KO/TKO,Punches,3,48,648,0,0,0,1,0,0,1
2010,9,25,2010925,Rogerio Nogueira,Red, USA,0,FALSE,Light Heavyweight,MALE,3,18.5,0.42,0.5,0.5,0.5,Southpaw,187.96,190.5,205,34,U-DEC,,3,300,900,0,1,0,1,0,0,2
2010,9,25,2010925,Matt Serra,Red, USA,0,FALSE,Welterweight,MALE,3,16.0769,0.369,0.7692,1.7692,0.294,Orthodox,167.64,172.72,170,36,U-DEC,,3,300,900,1,1,2,2,1,0,7
2010,9,25,2010925,Sean Sherk,Red, USA,1,FALSE,Lightweight,MALE,3,34.2727,0.478,0.3636,4.0909,0.4,Orthodox,167.64,170.18,155,37,S-DEC,,3,300,900,0,0,5,0,1,1,7
2010,9,25,2010925,Melvin Guillard,Red, USA,1,FALSE,Lightweight,MALE,3,13.4545,0.382,0.0909,1.1818,0.477,Orthodox,175.26,172.72,155,27,S-DEC,,3,300,900,0,1,1,4,0,1,7
2010,9,25,2010925,CB Dollaway,Red, USA,1,FALSE,Middleweight,MALE,3,12.8333,0.422,0.8333,2.1667,0.552,Orthodox,187.96,193.04,185,27,SUB,Guillotine Choke,1,133,133,0,0,2,1,1,0,4
2010,9,25,2010925,Matt Mitrione,Red, USA,1,FALSE,Heavyweight,MALE,3,29,0.595,2,0,0,Switch,190.5,200.66,265,32,U-DEC,,3,300,900,0,0,0,2,0,0,2
2010,9,25,2010925,Thiago Tavares,Red, USA,1,FALSE,Lightweight,MALE,3,21.25,0.436,1.5,2.875,0.388,Orthodox,170.18,172.72,145,25,SUB,Guillotine Choke,1,227,227,0,0,3,0,1,0,4
2010,9,25,2010925,Steve Lopez,Red, USA,0,FALSE,Lightweight,MALE,3,6,0.12,0,0,0,Orthodox,180.34,180.34,155,26,S-DEC,,3,300,900,0,0,0,0,0,0,0
2010,9,25,2010925,TJ Grant,Red, USA,1,FALSE,Welterweight,MALE,3,37.75,0.56,0,1.25,0.32,Orthodox,177.8,182.88,155,26,U-DEC,,3,300,900,0,1,0,1,0,0,2
2010,9,25,2010925,Mark Hunt,Red, USA,0,FALSE,Heavyweight,MALE,3,,,,,,Orthodox,177.8,182.88,265,36,SUB,Armbar,1,63,63,0,0,0,0,0,0,0
2010,9,15,2010915,Nate Marquardt,Red, USA,1,FALSE,Middleweight,MALE,3,27.6364,0.553,0.9091,1.9091,0.564,Orthodox,182.88,187.96,185,31,KO/TKO,Punches,1,208,208,0,0,3,3,2,0,8
2010,9,15,2010915,Efrain Escudero,Red, USA,0,FALSE,Lightweight,MALE,3,31.75,0.4,0.5,2,0.468,Orthodox,175.26,177.8,155,24,SUB,Rear Naked Choke,3,145,745,0,0,2,1,0,0,3
2010,9,15,2010915,Jim Miller,Red, USA,1,FALSE,Lightweight,MALE,3,28.1429,0.366,2,2.2857,0.406,Southpaw,172.72,180.34,155,27,U-DEC,,3,300,900,0,0,3,1,2,0,6
2010,9,15,2010915,Cole Miller,Red, USA,1,FALSE,Lightweight,MALE,3,14.7143,0.284,2.4286,0.2857,0.143,Orthodox,185.42,187.96,145,26,SUB,Rear Naked Choke,2,109,409,0,0,1,1,3,0,5
2010,9,15,2010915,Yves Edwards,Red, USA,1,FALSE,Lightweight,MALE,3,20.8,0.533,0.8,0.2,0.15,Southpaw,175.26,185.42,155,33,U-DEC,,3,300,900,0,1,1,3,1,0,6
2010,9,15,2010915,Jared Hamman,Red, USA,0,FALSE,Light Heavyweight,MALE,3,33,0.415,0,1,0.5,Orthodox,190.5,190.5,185,28,U-DEC,,3,300,900,0,0,1,0,0,0,1
2010,9,15,2010915,Tomasz Drwal,Red, USA,0,FALSE,Middleweight,MALE,3,23,0.364,0.2,1.8,0.544,Orthodox,185.42,193.04,205,28,U-DEC,,3,300,900,0,0,0,2,1,0,3
2010,9,15,2010915,Rich Attonito,Red, USA,1,FALSE,Middleweight,MALE,3,24,0.36,0,1,0.33,Orthodox,177.8,182.88,170,33,U-DEC,,3,300,900,0,0,0,1,0,0,1
2010,9,15,2010915,TJ Waldburger,Red, USA,1,FALSE,Welterweight,MALE,3,,,,,,Orthodox,180.34,190.5,170,22,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,9,15,2010915,Brian Foster,Red, USA,1,FALSE,Welterweight,MALE,3,13,0.26,0.3333,1,0.5,Orthodox,175.26,180.34,170,26,KO/TKO,Punches,1,67,67,0,0,0,1,0,0,1
2010,8,28,2010828,Frankie Edgar,Red, USA,1,TRUE,Lightweight,MALE,5,47.875,0.455,0.25,3.625,0.313,Orthodox,167.64,172.72,145,28,U-DEC,,5,300,1500,0,0,5,1,1,0,7
2010,8,28,2010828,Randy Couture,Red, USA,1,FALSE,Heavyweight,MALE,3,34.7727,0.619,0.4091,2.3182,0.569,Orthodox,185.42,190.5,205,47,SUB,Arm Triangle,1,199,199,1,0,4,6,3,1,15
2010,8,28,2010828,Demian Maia,Red, USA,1,FALSE,Middleweight,MALE,3,12,0.454,1.125,1.375,0.368,Southpaw,185.42,182.88,170,32,U-DEC,,3,300,900,0,0,1,0,5,0,6
2010,8,28,2010828,Kenny Florian,Red, USA,0,FALSE,Lightweight,MALE,3,25.5714,0.475,0.8571,1.5,0.477,Southpaw,177.8,187.96,145,34,U-DEC,,3,300,900,0,0,1,2,7,1,11
2010,8,28,2010828,Nate Diaz,Red, USA,1,FALSE,Welterweight,MALE,3,24.1,0.424,1.3,1.2,0.428,Southpaw,182.88,193.04,170,25,SUB,Guillotine Choke,3,242,842,0,1,0,1,5,0,7
2010,8,28,2010828,Joe Lauzon,Red, USA,1,FALSE,Lightweight,MALE,3,11.8571,0.524,2.4286,2,0.666,Orthodox,177.8,180.34,155,26,SUB,Armbar,1,121,121,0,0,0,2,3,0,5
2010,8,28,2010828,Andre Winner,Red, USA,0,FALSE,Lightweight,MALE,3,40.3333,0.443,0,0,0,Orthodox,180.34,185.42,155,28,U-DEC,,3,300,900,0,0,1,1,0,0,2
2010,8,28,2010828,Dan Miller,Red, USA,1,FALSE,Middleweight,MALE,3,18.6667,0.303,1,1.1667,0.183,Orthodox,185.42,187.96,185,29,SUB,Guillotine Choke,2,113,413,0,0,1,0,2,0,3
2010,8,28,2010828,Nick Osipczak,Red, USA,0,FALSE,Welterweight,MALE,3,29.3333,0.53,1,1,0.5,Orthodox,187.96,193.04,170,25,U-DEC,,3,300,900,0,0,0,1,1,0,2
2010,8,28,2010828,Mike Pierce,Red, USA,1,FALSE,Welterweight,MALE,3,40,0.44,0,4.3333,0.547,Orthodox,172.72,177.8,170,29,SUB,Armbar,3,191,791,0,0,2,0,0,0,2
2010,8,7,201087,Anderson Silva,Red, USA,1,TRUE,Middleweight,MALE,5,33,0.749,0.2727,0.1818,0.182,Southpaw,187.96,195.58,185,35,SUB,Triangle Choke,5,190,1390,0,0,2,7,2,0,11
2010,8,7,201087,Jon Fitch,Red, USA,1,FALSE,Welterweight,MALE,3,35.8462,0.517,0.8462,3,0.539,Orthodox,182.88,193.04,170,32,U-DEC,,3,300,900,0,1,7,1,3,0,12
2010,8,7,201087,Clay Guida,Red, USA,1,FALSE,Lightweight,MALE,3,31.3636,0.396,0.6364,3.2727,0.438,Orthodox,170.18,177.8,155,28,SUB,Injury,3,111,711,0,2,1,1,2,0,6
2010,8,7,201087,Matt Hughes,Red, USA,1,FALSE,Welterweight,MALE,3,23.2727,0.552,0.6818,2.1364,0.554,Switch,175.26,185.42,170,36,SUB,Arm Triangle,1,195,195,0,0,5,6,4,2,17
2010,8,7,201087,Roy Nelson,Red, USA,0,FALSE,Heavyweight,MALE,3,8.5,0.41,0,0.5,0.25,Orthodox,182.88,182.88,263,34,U-DEC,,3,300,900,0,0,0,2,0,0,2
2010,8,7,201087,Dustin Hazelett,Red, USA,0,FALSE,Welterweight,MALE,3,14.375,0.413,1.625,0.25,0.25,Orthodox,185.42,193.04,170,24,KO/TKO,Punches,2,75,375,0,0,1,0,4,0,5
2010,8,7,201087,Rodney Wallace,Red, USA,0,FALSE,Light Heavyweight,MALE,3,24.5,0.465,1.5,9,0.65,Switch,175.26,182.88,205,28,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,8,7,201087,Johny Hendricks,Red, USA,1,FALSE,Welterweight,MALE,3,36.3333,0.567,1.3333,5,0.5,Southpaw,175.26,175.26,185,26,KO/TKO,Punches,2,40,340,1,0,1,1,0,0,3
2010,8,7,201087,Todd Brown,Red, USA,0,FALSE,Light Heavyweight,MALE,3,,,,,,Orthodox,180.34,188,205,33,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,8,7,201087,Stefan Struve,Red, USA,1,FALSE,Heavyweight,MALE,3,14.4,0.454,2.4,0.4,0.4,Orthodox,210.82,213.36,265,22,KO/TKO,Punch,2,22,322,1,0,0,0,2,0,3
2010,8,7,201087,Ben Saunders,Red, USA,0,FALSE,Welterweight,MALE,3,26.1667,0.65,1,0.1667,0.167,Orthodox,187.96,195.58,170,27,U-DEC,,3,300,900,0,0,1,2,1,0,4
2010,8,1,201081,Jon Jones,Red, USA,1,FALSE,Light Heavyweight,MALE,3,33.4,0.51,0.2,2.4,0.552,Orthodox,193.04,213.36,205,23,KO/TKO,Elbows,1,112,112,0,0,2,1,1,0,4
2010,8,1,201081,Mark Munoz,Red, USA,0,FALSE,Middleweight,MALE,3,27,0.465,0.5,1,0.32,Orthodox,182.88,182.88,185,32,S-DEC,,3,300,900,0,1,0,2,0,0,3
2010,8,1,201081,John Howard,Red, USA,0,FALSE,Welterweight,MALE,3,15,0.6,0.75,3.75,0.843,Orthodox,170.18,180.34,170,27,KO/TKO,,3,141,741,0,2,0,2,0,0,4
2010,8,1,201081,Tyson Griffin,Red, USA,0,FALSE,Lightweight,MALE,3,50.5,0.378,0.9,1.2,0.408,Orthodox,167.64,172.72,145,26,KO/TKO,Punch,1,64,64,0,1,4,1,1,0,7
2010,8,1,201081,Paul Kelly,Red, USA,0,FALSE,Lightweight,MALE,3,39.1667,0.355,1,1.3333,0.61,Orthodox,175.26,177.8,155,25,U-DEC,,3,300,900,0,0,3,0,1,0,4
2010,8,1,201081,DaMarques Johnson,Red, USA,0,FALSE,Welterweight,MALE,3,19,0.397,0.6667,0,0,Orthodox,185.42,190.5,170,28,KO/TKO,Punches,2,269,569,0,0,0,1,1,0,2
2010,8,1,201081,James Irvin,Red, USA,0,FALSE,Light Heavyweight,MALE,3,5.3333,0.534,0.1111,0,0,Orthodox,187.96,190.5,205,31,SUB,Rear Naked Choke,1,149,149,0,0,0,3,0,0,4
2010,8,1,201081,Brian Stann,Red, USA,1,FALSE,Middleweight,MALE,3,23.25,0.348,0,0,0,Orthodox,185.42,187.96,205,29,SUB,Triangle Choke,3,190,790,0,0,2,0,0,0,2
2010,8,1,201081,Darren Elkins,Red, USA,0,FALSE,Lightweight,MALE,3,0,0,0,1,0.5,Orthodox,177.8,180.34,145,26,SUB,Armbar,1,41,41,0,0,0,1,0,0,1
2010,8,1,201081,Rob Kimmons,Red, USA,1,FALSE,Middleweight,MALE,3,9.75,0.393,1.5,0.5,0.333,Orthodox,177.8,185.42,185,29,U-DEC,,3,300,900,0,0,0,0,2,0,2
2010,7,3,201073,Brock Lesnar,Red, USA,1,TRUE,Heavyweight,MALE,5,34.75,0.793,0.25,2.25,0.833,Orthodox,190.5,205.74,265,32,SUB,Arm Triangle,2,139,439,0,0,1,2,0,0,3
2010,7,3,201073,Chris Leben,Red, USA,1,FALSE,Middleweight,MALE,3,27.8,0.449,0.2667,1,0.438,Southpaw,180.34,187.96,185,29,SUB,Triangle Choke,3,280,880,0,1,2,6,1,0,10
2010,7,3,201073,Chris Lytle,Red, USA,1,FALSE,Welterweight,MALE,3,30.9375,0.442,1.3125,0.5625,0.333,Orthodox,180.34,172.72,170,35,SUB,Armbar,2,122,422,0,0,2,1,4,0,7
2010,7,3,201073,Krzysztof Soszynski,Red, USA,0,FALSE,Light Heavyweight,MALE,3,25.8,0.344,0.6,0.6,0.24,Open Stance,185.42,195.58,205,32,KO/TKO,Punches,2,188,488,0,0,0,1,2,1,4
2010,7,3,201073,George Sotiropoulos,Red, USA,1,FALSE,Lightweight,MALE,3,18,0.434,2,2.2,0.602,Orthodox,177.8,180.34,155,32,U-DEC,,3,300,900,0,0,1,1,3,0,5
2010,7,3,201073,Brendan Schaub,Red, USA,1,FALSE,Heavyweight,MALE,3,18.5,0.47,0,0,0,Orthodox,193.04,198.12,245,27,KO/TKO,Punch,1,67,67,0,0,0,1,0,0,1
2010,7,3,201073,Seth Petruzelli,Red, USA,0,FALSE,Light Heavyweight,MALE,3,16.5,0.345,0.5,0.5,0.5,Orthodox,182.88,193.04,205,30,SUB,Armbar,2,185,485,0,0,0,0,0,0,0
2010,7,3,201073,Kendall Grove,Red, USA,1,FALSE,Middleweight,MALE,3,19.7,0.425,1.6,0.3,0.3,Orthodox,198.12,200.66,185,27,S-DEC,,3,300,900,0,1,1,2,2,0,6
2010,7,3,201073,Gerald Harris,Red, USA,1,FALSE,Middleweight,MALE,3,19,0.35,0,0.5,0.25,Southpaw,180.34,195.58,185,30,KO/TKO,Slam,3,155,755,0,0,0,2,0,0,2
2010,7,3,201073,Forrest Petz,Red, USA,0,FALSE,Welterweight,MALE,3,32.4,0.324,0,1.2,0.2,Orthodox,175.26,180.34,170,34,S-DEC,,3,300,900,0,0,2,0,0,0,2
2010,7,3,201073,Jon Madsen,Red, USA,1,FALSE,Heavyweight,MALE,3,29,0.29,0,0.5,0.5,Orthodox,182.88,182.88,240,30,U-DEC,,3,300,900,0,1,1,0,0,0,2
2010,6,19,2010619,Court McGee,Red, USA,1,TRUE,Middleweight,MALE,3,,,,,,Orthodox,180.34,190.5,170,25,SUB,Rear Naked Choke,2,221,521,0,0,0,0,0,0,0
2010,6,19,2010619,Keith Jardine,Red, USA,0,FALSE,Light Heavyweight,MALE,3,39.4167,0.379,0,0.25,0.125,Orthodox,187.96,193.04,185,34,M-DEC,,3,300,900,0,2,2,2,0,0,6
2010,6,19,2010619,Chris Leben,Red, USA,1,FALSE,Middleweight,MALE,3,26.7857,0.449,0.2857,1.0714,0.469,Southpaw,180.34,187.96,185,29,KO/TKO,Punches,2,257,557,0,1,2,5,1,0,9
2010,6,19,2010619,Spencer Fisher,Red, USA,0,FALSE,Lightweight,MALE,3,34.25,0.473,0.6667,0.5833,0.137,Southpaw,170.18,177.8,155,34,U-DEC,,3,300,900,0,0,3,2,2,1,8
2010,6,19,2010619,Jamie Yager,Red, USA,0,FALSE,Middleweight,MALE,3,,,,,,Orthodox,185.42,185,185,26,KO/TKO,Punches,2,265,565,0,0,0,0,0,0,0
2010,6,19,2010619,John Gunderson,Red, USA,1,FALSE,Lightweight,MALE,3,1,0.03,4,1,1,Orthodox,175.26,175.26,155,31,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,6,19,2010619,Brad Tavares,Red, USA,1,FALSE,Middleweight,MALE,3,,,,,,Orthodox,185.42,187.96,185,22,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,6,19,2010619,Josh Bryant,Red, USA,0,FALSE,Middleweight,MALE,3,,,,,,Orthodox,177.8,185.42,185,30,KO/TKO,Punches,2,192,492,0,0,0,0,0,0,0
2010,6,19,2010619,Chris Camozzi,Red, USA,1,FALSE,Middleweight,MALE,3,,,,,,Orthodox,187.96,193.04,185,23,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,6,19,2010619,James McSweeney,Red, USA,0,FALSE,Heavyweight,MALE,3,58,0.61,2,1,0.5,Switch,193.04,195.58,230,29,KO/TKO,Punches,1,272,272,0,0,0,1,0,0,1
2010,6,12,2010612,Chuck Liddell,Red, Canada,0,FALSE,Light Heavyweight,MALE,3,27,0.403,0,0.2727,0.182,Orthodox,187.96,193.04,205,40,KO/TKO,Punch,1,295,295,0,0,6,9,0,1,16
2010,6,12,2010612,Paulo Thiago,Red, Canada,0,FALSE,Welterweight,MALE,3,13.75,0.385,1.5,0.5,0.125,Orthodox,180.34,185.42,170,29,U-DEC,,3,300,900,0,0,1,1,1,0,3
2010,6,12,2010612,Ben Rothwell,Red, Canada,1,FALSE,Heavyweight,MALE,3,3,0.14,0,0,0,Orthodox,193.04,198.12,265,28,U-DEC,,3,300,900,0,0,0,0,0,0,0
2010,6,12,2010612,Carlos Condit,Red, Canada,1,FALSE,Welterweight,MALE,3,31,0.39,2,2,0.625,Orthodox,187.96,190.5,170,26,KO/TKO,Punches,3,293,893,0,1,0,0,0,0,1
2010,6,12,2010612,Tyson Griffin,Red, Canada,0,FALSE,Lightweight,MALE,3,53.2222,0.379,0.8889,1.3333,0.453,Orthodox,167.64,172.72,145,26,S-DEC,,3,300,900,0,1,4,1,1,0,7
2010,6,12,2010612,Mac Danzig,Red, Canada,0,FALSE,Lightweight,MALE,3,34.5,0.483,0.6667,1,0.388,Orthodox,172.72,177.8,155,30,SUB,Guillotine Choke,1,105,105,0,0,1,0,2,0,3
2010,6,12,2010612,David Loiseau,Red, Canada,0,FALSE,Middleweight,MALE,3,20.5,0.475,0.125,0.375,0.313,Orthodox,182.88,193.04,185,30,KO/TKO,Elbows,2,247,547,0,0,0,2,0,2,4
2010,6,12,2010612,James Wilks,Red, Canada,1,FALSE,Welterweight,MALE,3,18,0.465,5.5,1.5,0.55,Orthodox,185.42,190.5,170,32,U-DEC,,3,300,900,0,0,0,0,1,0,1
2010,6,12,2010612,Ricardo Funch,Red, Canada,0,FALSE,Welterweight,MALE,3,16,0.61,0,1,0.16,Southpaw,177.8,193.04,170,29,SUB,Guillotine Choke,2,108,408,0,0,0,0,0,0,0
2010,6,12,2010612,Mike Pyle,Red, Canada,1,FALSE,Welterweight,MALE,3,6,0.387,1,0.6667,0.11,Orthodox,182.88,187.96,170,34,SUB,Triangle Choke,3,284,884,0,0,0,0,1,0,1
2010,5,29,2010529,Michael Bisping,Red, USA,1,FALSE,Middleweight,MALE,3,36.3636,0.419,0.4545,1.6364,0.516,Orthodox,185.42,190.5,185,31,U-DEC,,3,300,900,0,1,1,6,0,0,8
2010,5,29,2010529,Todd Duffee,Red, USA,0,FALSE,Heavyweight,MALE,3,4,0.8,0,0,0,Orthodox,190.5,200.66,260,24,KO/TKO,Punch,3,155,755,0,0,0,1,0,0,1
2010,5,29,2010529,Jason Brilz,Red, USA,0,FALSE,Light Heavyweight,MALE,3,41.25,0.465,0.75,2,0.5,Orthodox,180.34,180.34,205,34,S-DEC,,3,300,900,0,0,2,1,0,0,3
